"id","naptime","total_sleep","midpoint_sleep","bedtime_mssd","cum_gpa","term_gpa"
586,28.52631579,427.1052632,457.3157895,1.398122428,3.8,4
609,25.68421053,421.4736842,330.5526316,0.04941701,3.77,3.79
613,44.18181818,388.4090909,398.9318182,0.183344041,4,4
631,32.60714286,428.5,477.8571429,0.781137022,2.36,2.79
662,30.92592593,457.3703704,535.4444444,0.489205703,1.7,2.47
665,40.07692308,405.3846154,442.7307692,0.103651556,3.52,3.57
670,44.32142857,413.1071429,407.5178571,0.289564472,3,3.53
1,67.48,445.24,425.78,0.321182967,3.196295815,3.9
10,49.28571429,361.8095238,289.9047619,0.177411806,3.9230765,4
12,26.125,370.5,390.2083333,0.099630855,3.555172069,3.56923
13,103.08,404.8,406.08,1.118415316,3.592856464,3.533333
28,48.60714286,439.2142857,326.6964286,0.069268785,3.744827034,3.838461
38,72.05,433.25,417.525,0.147709295,3.883333,3.9
39,25.78571429,371.1071429,493.0714286,0.054357948,3.466666182,3.608333
45,53.07407407,348.962963,330.7962963,0.127034845,3.96,3.766666
47,84.96428571,337.3928571,437.75,0.126940253,3.8666665,3.566666
49,68.5,400.25,536.6875,11.48029478,3.396551241,3.563636
54,76.38095238,399.5238095,573.5714286,1.469314583,3.082757931,2.477777
57,42.70833333,438.75,370.5625,0.059450746,3.2,3.038461
76,41.7037037,434.3333333,351.6296296,0.044577991,3.686206552,3.335714
88,64.19230769,436.3846154,394.0769231,0.786485333,3.54074037,3.233333
95,19.07692308,496.8461538,300.0192308,0.076273333,3.9041665,3.9
97,25.62962963,389.7407407,355.7407407,0.062107988,3.693102931,3.533333
99,47.5,400.0384615,385.3846154,0.129263556,3.590624313,3.366666
120,26.71428571,408,400.5714286,0.058558147,2.611110667,3.464285
138,22.38461538,386.0769231,540.0769231,1.494677855,3.7730765,3.866666
140,23.07142857,441.9285714,373.5357143,0.070595946,3.803333,3.944444
143,36.7,449.2,381,0.042815482,3.986842105,3.916666
145,31.92307692,423.6923077,490.6730769,0.168380889,3.239130435,3.633333
156,60.82142857,346.7142857,435.2678571,1.552285856,3.609374969,3.441176
159,104.4285714,287.8571429,456.4285714,0.467478632,3.421428286,2.91875
160,18.26666667,455.6,437.7333333,0.086288265,3.709090818,3.442857
178,39.64705882,329.4117647,600.0294118,1.836083984,3.269999433,2.894444
181,88.76190476,368.6666667,537.6666667,1.432682639,2.8999996,3.266666
183,52.61538462,353.6538462,476.2692308,0.466439556,3.880645161,4
184,46,388.7857143,367.3571429,0.609090078,3.8799996,3.666666
194,19.85714286,485.8571429,425.1428571,0.656165123,3.5299995,3.733333
197,63.66666667,404,430.3666667,0.317611961,2.983333,2.933333
202,56.7,393.5,647.75,20.84922497,3.886206586,3.866666
205,49.88888889,475.2962963,307.2222222,0.072973373,3.7999995,3.766666
313,17.39285714,383.9642857,323.3035714,0.053141289,2.92,3.52
320,26.51851852,420.2962963,393.1296296,0.123543721,3.335,3.63
347,35.64285714,418.5357143,327.3571429,0.07504763,3.816896552,3.67
353,43.96,401.88,372.12,0.111226852,2.827857143,3
370,71.07692308,366.3846154,380.6730769,0.131931111,3.315,3.9
372,59.59090909,466.6363636,275.1363636,0.214004157,3.428333333,3.28
374,10.39285714,533.2142857,291.4821429,0.026300869,3.938,3.8
376,70.17857143,363.2857143,341.3928571,0.044731367,3.267272727,3.84
385,22.33333333,497.8888889,434.037037,0.154886999,3.33,3.59
388,44.14285714,402.3214286,356.2678571,0.036096632,3.75862069,3.43
390,42.08,433.28,493,3.433156829,2.498235294,3.83
391,32.55555556,401.037037,340.7407407,0.053640286,3.788181818,3.91
392,57.32142857,359.3928571,395.4464286,0.051933775,3.720645161,3.77
403,15.38461538,508.8846154,269.0576923,0.055881778,3.546363636,3.46
404,110.5925926,336.3703704,434.6666667,0.847938034,2.538947368,1.96
411,33.17857143,336.3928571,380.5535714,0.174149901,3.03,2
427,292.3043478,194.7826087,330.0869565,0.733563476,2.947272727,1.07
432,25.42857143,371.5714286,442,1.122251808,3.2525,3.93
442,33.10714286,387.4642857,338.2321429,0.023350099,3.673448276,4
445,68.46428571,397.25,360.3571429,0.053512803,3.348181818,3.71
456,11.85714286,466.9642857,312.4821429,0.03909084,3.925454545,4
474,117.037037,350.8148148,494.2222222,0.753851085,3.092333333,2.26
489,19.92592593,466.2592593,327.0555556,0.057797091,3.46,3.37
491,21.8125,337.5,447.96875,0.341533333,3.40875,3.11
502,37.6,463.1,386.2,0.130016928,3.3,2.87
505,20.03571429,461.0714286,296.625,0.10698674,4,4
512,20.8,436.25,319.475,0.029265928,3.295882353,3.33
516,29.75,451.0714286,306.2142857,0.059306508,3.625714286,3.54
524,40.82142857,391.8928571,375.8035714,0.150336458,3.875555556,3.87
525,83.40740741,335.2592593,528.3333333,0.633393738,1.587692308,0.35
542,67.28571429,426.5,468.1785714,0.067167353,3.165,3.33
544,93.44,452.56,400.36,0.090050154,3.223703704,3.5
546,34.69230769,414.6153846,348.5576923,0.055878667,3.670689655,3.62
549,63.96296296,403.4444444,337.4074074,0.174796598,3.324347826,3.46
550,47.78571429,399.1071429,366.6785714,0.123336382,3.553214286,3.54
552,45.57692308,429.2307692,405.0961538,0.143658222,3.713928571,3.19
561,25.15384615,445.2692308,382.5576923,0.168621333,3.5353125,2.97
569,41.1,388,321.65,0.057352538,3.1625,3.71
10237,56.96428571,427.8571429,309.5535714,0.059588096,3.111,3.333166667
11002,29.79310345,371.5517241,408.9655172,0.192880527,3.904857143,3.952428571
13486,76,401.9666667,454.45,0.086050007,3.277666667,3.611166667
14279,48.3,427.3333333,337.8666667,0.076413331,3.777833333,3.722166667
14571,30.75,440.2142857,383.4285714,0.136600366,3.333428571,3.3335
14737,49.30769231,306,460.1346154,0.222378222,3.666833333,3.777833333
15134,54.35,350.95,362.025,0.159636811,3.6666,3.5555
17308,21.63333333,412.5,353.05,0.062218919,3.761857143,3.714428571
17932,36.12,415.36,417.06,0.127169657,3.833333333,3.833333333
19245,122.7931034,279.1724138,471.5517241,0.738920422,3.777666667,3.9445
19735,64.93333333,381.8333333,372.55,0.116449333,3.5555,3.7334
21090,11.68965517,425.1034483,396.1724138,0.199272605,3.9445,3.9445
21887,72.24137931,460.6896552,448.137931,0.080944586,3.611166667,3.9445
21932,127.9,357.4333333,394.45,0.177988506,3.9445,4
22138,34.5,427.8,337.1,0.161572202,3.666714286,3.91675
22408,18.38461538,383.9230769,402.5576923,0.023949778,3.777833333,3.888833333
22688,68.43333333,393.4666667,346.2833333,0.119553772,3.888833333,3.9445
22842,97.36666667,405.3,463.2,0.189318932,3.3334,2.833333333
23270,18.65517241,449.0344828,305.3103448,0.062982214,3.9445,3.904714286
23518,40.12,372.12,457.86,0.18617284,3.1336,3.4445
24883,38.65517241,399.6896552,404.8275862,0.111539116,4,3.889
25197,13.8,377.9666667,383.8,0.119247589,3.9445,3.888833333
25548,35.93103448,426.0344828,351.137931,0.055182823,3.9445,3.889
26272,49.20833333,304,544.125,1.020780298,3.904857143,3.476142857
26320,50.7,382.3666667,405.1333333,0.096254459,3.4445,3.777833333
26858,25.6,397.7666667,318.2833333,0.023841987,3.5,3.666666667
27306,44.78947368,374.1052632,394.1052632,0.215915638,3.0666,3.4668
28327,39.83333333,332.6666667,465.1666667,0.78823829,3.833333333,3.666666667
28653,54.44827586,413.6206897,341.3793103,0.13544076,3.888833333,3.722333333
29257,18.55172414,369.9310345,402.6551724,0.086683673,3.619142857,3.809571429
29885,29.86206897,393.4137931,361.3448276,0.044408305,3.111166667,3.500166667
30152,64.38095238,324.0952381,482.2619048,0.909390278,3.389,3.7334
30453,100.875,282.625,497.125,12.21054989,3.222,3.611
31294,7.178571429,411.6428571,349.6964286,0.011592745,3.9445,3.888833333
33657,82.13333333,353.1666667,352.95,0.065944312,3.4002,3.0555
33740,86.47058824,419.5882353,497.2647059,1.903460286,3.428428571,3.5334
33785,54.17241379,412.9310345,335.9310345,0.069260204,3.555666667,3.4445
34062,79.08,375,340.16,0.234463735,3.5,3.555666667
34467,37.77777778,410.7777778,281.6666667,0.127212611,4,3.952428571
35344,33.55172414,404.3793103,340.5862069,0.125761409,4,3.833333333
35416,37.84615385,371.1923077,437.4038462,0.361600889,3.722333333,3.166666667
35824,92.68965517,395.9310345,424.7758621,0.225481151,3.388833333,3.5
36038,48.96153846,368.9615385,321.9807692,0.116589778,3.4445,3.666714286
36117,29.44827586,413.6551724,331.6206897,0.052315405,3.571428571,3.777833333
36501,22.92,438.88,376.34,0.049042728,3.555666667,3.611333333
36552,32.3,389.3666667,350.15,0.076128617,3.714428571,3.666666667
36574,26.29166667,483.3333333,400.3958333,0.079584121,3.714285714,3.8668
36875,26.625,407.1666667,372.8541667,0.627589267,3.4445,3.722333333
37404,25.27272727,383.6818182,354.6590909,0.093713782,3.833333333,3.833333333
38293,22.5862069,341.5172414,394.4310345,0.137694161,3.5555,2.9445
38610,28.23333333,379.2666667,374.95,0.178379905,3.888833333,3.666666667
38815,75.44444444,333.0740741,373.0740741,0.178348948,3.778,3.611166667
39146,6.464285714,422.5,339.375,0.022459991,3.761857143,3.714428571
42137,40.25,359.5,338.1964286,0.033565386,3.555666667,3.666714286
43794,34.44444444,352.6296296,380.5185185,0.919180638,3.889,3.889
44872,49.42857143,318.1428571,372.9285714,0.261658951,3.9445,3.8335
44873,25.24137931,364.2758621,381.4482759,0.140703656,3.333333333,3.778
44927,16.13333333,384,374.2,0.083305258,3.809714286,3.809571429
45963,27.23076923,377.0384615,368.8269231,0.567852444,3.666714286,3.952428571
46365,47.2962963,398.4074074,371.7777778,0.057471647,4,4
46418,33.52631579,375.7368421,376.5,0.143034979,3.666571429,3.875
47024,48.66666667,390.5238095,428.8333333,0.502055556,3.889,3.666666667
47142,55.82142857,407.6785714,335.9107143,0.122579637,3.761857143,3.833333333
47810,47.37037037,437.3333333,367.3518519,0.046494905,3.619142857,3.611166667
48154,20.25925926,462.3333333,344,0.039539776,3.571571429,3.619142857
49086,35.4,464.7333333,422.7,0.092447483,3.777833333,3.889
49497,47.06896552,348.4827586,346.6724138,0.084742772,3.722166667,3.777833333
49539,31.625,390.75,406.6041667,0.158355913,3.1665,3.611
49790,120.862069,351.3448276,403.2068966,0.080028699,3.611333333,3.5
50766,48.92307692,415.0769231,390.2115385,0.129004444,3.833333333,4
51437,26.28571429,340.8095238,446.0952381,0.296798611,3.714428571,3.762
51475,26.78571429,316.7857143,437.25,2.465545694,3.666666667,3.777666667
52302,44.76666667,430.0333333,469.8833333,0.087727903,3.7334,3.611333333
57359,77.34482759,446.7241379,320.3965517,0.039417517,3.857142857,4
57443,12.85714286,401.8571429,367.3035714,0.271912437,3.277833333,3.611166667
59097,66.6,445.4333333,410.55,0.040231867,3.722166667,3.7334
59207,23.57142857,481.3571429,386.9107143,0.166343926,3.389,3.555666667
62246,50.5,437.2,327.4,0.084193751,3.777833333,3.8335
62617,34.03333333,465,333.2,0.050311138,3.777833333,3.722166667
63138,42.37931034,441.5862069,372.6551724,0.075285927,3.9445,3.91675
63347,54.03448276,408.3793103,443.7931034,0.09272038,3.952428571,3.904857143
63419,41.77777778,330.5185185,491.2777778,1.129071746,3.291625,3.333285714
63904,16.25,336.9285714,323.0714286,0.067165066,3.611333333,3.857142857
64232,110.5172414,404.3103448,401.4310345,0.268498441,3.277833333,3.5555
64296,34.1,347.9,322.4833333,0.06068338,3.5,3.444333333
65656,27.39285714,311.6071429,376.4464286,0.169742417,3.523857143,3.238142857
66815,20.17241379,408.1724138,371.6551724,0.051815476,3.9445,3.833333333
67106,49.13333333,398.1,317,0.072070947,3.888833333,4
67574,32.10526316,358.9473684,369.1315789,0.103555384,3.666666667,3.4445
67709,33.95833333,405.2083333,504.5,1.160884268,3.5334,3.625
67918,15.7,465.7,391.2666667,0.050404611,3.889,3.888833333
67993,40.875,373.5625,426.21875,2.019750617,3.666666667,3.666666667
69057,91.26666667,316.7666667,386.3833333,0.250109988,3.222166667,3.000166667
70492,51.66666667,299.0740741,435.5185185,0.104328156,3.4445,3.555666667
71985,33.37037037,376.9259259,364.6851852,0.192394806,3.666666667,3.555666667
72348,29.7,485.4333333,275.05,0.010197516,3.888833333,3.666666667
72806,20.52,467.68,343.42,0.044613233,3.778,3.9445
73158,38,415.0333333,287.1166667,0.034397873,3.952428571,3.904857143
74899,19.52941176,334.5294118,365.8823529,0.096090495,3.571428571,3.500166667
75149,133.2380952,300.8095238,518.7619048,1.103457639,3.111166667,3.1665
77036,13.6,474.8,326.0666667,0.023043004,3.3335,3.2
77711,24.2,427.3666667,398.3833333,0.061162967,3.9445,3.888833333
79167,63.34482759,390.9310345,352.7586207,0.318043155,3.5,3.857285714
79352,19.57142857,306.3214286,432.6785714,0.174304222,3.722333333,3.555666667
79607,35.62962963,340.1111111,404.0555556,0.645166009,3.833375,3.904714286
80177,21.42857143,357.8571429,355.0952381,0.16225625,3.777833333,3.889
81807,20.1,366.7,408.25,0.099074514,3.833333333,3.666833333
82986,12.62068966,272.5862069,390.1034483,0.15030506,3.5334,3.166666667
83005,31.9,423.7333333,324.3833333,0.080697252,3.8335,3.9445
83536,16.16666667,452.7,368.9833333,0.046723147,3.833333333,3.555666667
83566,14.5,454.6666667,408.4833333,0.039238341,3.555666667,3.5555
83612,15.59090909,382.6818182,359,0.410751449,3.761857143,3.9445
84011,58.55172414,375.0689655,342.637931,0.10250496,3.857142857,4
85503,43.38461538,349.3076923,393.0576923,0.197835556,3.611166667,3.222333333
86440,20.36,368.04,384.64,0.092378472,3.777833333,3.8002
87328,32.88888889,453.6666667,479.1666667,7.211888021,3.9445,3.889
88185,15.23333333,420.9333333,377.4666667,0.069454684,3.722333333,3.9445
88882,40.27586207,332.2758621,377.1034483,0.031592616,3.9445,3.9445
89607,34.74074074,325.4444444,477.8148148,0.486268491,3.277666667,2.722166667
89652,35,419.4,393.66,0.887273341,3.762,3.952428571
91551,177.5357143,260.5714286,390.6964286,0.160613093,3.857285714,3.9445
92038,58.03448276,420.2758621,425.7241379,0.233298611,3.777833333,4
92412,54.86666667,443.7,338.55,0.044740058,4,4
92515,62.68421053,398.7894737,437.4210526,0.122353395,4,4
92552,99.80952381,342.3809524,544.7380952,0.488820139,3.500166667,3.1334
93002,29.03846154,391.0769231,343.75,0.119115111,3.380857143,3.714428571
93485,19.76666667,419.2666667,328.4333333,0.061560312,3.888833333,3.666666667
93699,43.71428571,334.6428571,332.2321429,0.032278616,3.4445,3.555666667
94641,120.3793103,359.7931034,327.3793103,0.264808673,3.8002,3.666666667
95543,17.6,363.2,438.3666667,0.063219382,3.8335,3.9445
95559,65.46666667,351.5,394.5333333,0.103360417,3.111166667,3.166833333
96613,48.96428571,468.6428571,410.4642857,0.01571102,3.666666667,3.666833333
97448,84.13793103,367.7931034,398.862069,0.105293367,3.889,3.611166667
97990,49.5,318.125,580.78125,2.316655556,3.611166667,3.4445
98462,65.36,360.76,389.42,0.238077257,3.389,3.388833333
98700,34.51724138,427.5517241,314.5,0.127926587,3.8335,3.722166667
99733,41.62962963,324.3333333,344.8148148,0.285439267,3.3335,3.222166667
99978,44.34482759,383.4482759,407.9310345,0.091325113,3.722166667,3.611333333
61,23.63157895,477.8947368,331.3157895,0.045368656,3.868181773,3.65
172,12.38461538,407.1538462,387.2692308,0.075429333,3.727272273,3.6
110,99.54166667,397.125,487.5833333,0.20028933,3.33749975,3.538461
84390,42,327.6666667,476.8333333,0.132108271,3.277833333,3.222166667
