"id","naptime","total_sleep","midpoint_sleep","cum_gpa","term_gpa"
22842,97.36666667,405.3,463.2,3.3334,2.833333333
23270,18.65517241,449.0344828,305.3103448,3.9445,3.904714286
23518,40.12,372.12,457.86,3.1336,3.4445
24883,38.65517241,399.6896552,404.8275862,4,3.889
25197,13.8,377.9666667,383.8,3.9445,3.888833333
25548,35.93103448,426.0344828,351.137931,3.9445,3.889
26272,49.20833333,304,544.125,3.904857143,3.476142857
26320,50.7,382.3666667,405.1333333,3.4445,3.777833333
26858,25.6,397.7666667,318.2833333,3.5,3.666666667
27306,44.78947368,374.1052632,394.1052632,3.0666,3.4668
28327,39.83333333,332.6666667,465.1666667,3.833333333,3.666666667
28653,54.44827586,413.6206897,341.3793103,3.888833333,3.722333333
29257,18.55172414,369.9310345,402.6551724,3.619142857,3.809571429
29885,29.86206897,393.4137931,361.3448276,3.111166667,3.500166667
30152,64.38095238,324.0952381,482.2619048,3.389,3.7334
30453,100.875,282.625,497.125,3.222,3.611
31294,7.178571429,411.6428571,349.6964286,3.9445,3.888833333
33657,82.13333333,353.1666667,352.95,3.4002,3.0555
33740,86.47058824,419.5882353,497.2647059,3.428428571,3.5334
33785,54.17241379,412.9310345,335.9310345,3.555666667,3.4445
34062,79.08,375,340.16,3.5,3.555666667
34467,37.77777778,410.7777778,281.6666667,4,3.952428571
35344,33.55172414,404.3793103,340.5862069,4,3.833333333
35416,37.84615385,371.1923077,437.4038462,3.722333333,3.166666667
35824,92.68965517,395.9310345,424.7758621,3.388833333,3.5
36038,48.96153846,368.9615385,321.9807692,3.4445,3.666714286
36117,29.44827586,413.6551724,331.6206897,3.571428571,3.777833333
36501,22.92,438.88,376.34,3.555666667,3.611333333
36552,32.3,389.3666667,350.15,3.714428571,3.666666667
36574,26.29166667,483.3333333,400.3958333,3.714285714,3.8668
36875,26.625,407.1666667,372.8541667,3.4445,3.722333333
37404,25.27272727,383.6818182,354.6590909,3.833333333,3.833333333
38293,22.5862069,341.5172414,394.4310345,3.5555,2.9445
38610,28.23333333,379.2666667,374.95,3.888833333,3.666666667
38815,75.44444444,333.0740741,373.0740741,3.778,3.611166667
39146,6.464285714,422.5,339.375,3.761857143,3.714428571
42137,40.25,359.5,338.1964286,3.555666667,3.666714286
43794,34.44444444,352.6296296,380.5185185,3.889,3.889
44872,49.42857143,318.1428571,372.9285714,3.9445,3.8335
44873,25.24137931,364.2758621,381.4482759,3.333333333,3.778
44927,16.13333333,384,374.2,3.809714286,3.809571429
45963,27.23076923,377.0384615,368.8269231,3.666714286,3.952428571
46365,47.2962963,398.4074074,371.7777778,4,4
46418,33.52631579,375.7368421,376.5,3.666571429,3.875
47024,48.66666667,390.5238095,428.8333333,3.889,3.666666667
47142,55.82142857,407.6785714,335.9107143,3.761857143,3.833333333
47810,47.37037037,437.3333333,367.3518519,3.619142857,3.611166667
48154,20.25925926,462.3333333,344,3.571571429,3.619142857
49086,35.4,464.7333333,422.7,3.777833333,3.889
49497,47.06896552,348.4827586,346.6724138,3.722166667,3.777833333
49539,31.625,390.75,406.6041667,3.1665,3.611
49790,120.862069,351.3448276,403.2068966,3.611333333,3.5
50766,48.92307692,415.0769231,390.2115385,3.833333333,4
51437,26.28571429,340.8095238,446.0952381,3.714428571,3.762
51475,26.78571429,316.7857143,437.25,3.666666667,3.777666667
52302,44.76666667,430.0333333,469.8833333,3.7334,3.611333333
57359,77.34482759,446.7241379,320.3965517,3.857142857,4
57443,12.85714286,401.8571429,367.3035714,3.277833333,3.611166667
59097,66.6,445.4333333,410.55,3.722166667,3.7334
59207,23.57142857,481.3571429,386.9107143,3.389,3.555666667
62246,50.5,437.2,327.4,3.777833333,3.8335
62617,34.03333333,465,333.2,3.777833333,3.722166667
63138,42.37931034,441.5862069,372.6551724,3.9445,3.91675
63347,54.03448276,408.3793103,443.7931034,3.952428571,3.904857143
63419,41.77777778,330.5185185,491.2777778,3.291625,3.333285714
63904,16.25,336.9285714,323.0714286,3.611333333,3.857142857
64232,110.5172414,404.3103448,401.4310345,3.277833333,3.5555
64296,34.1,347.9,322.4833333,3.5,3.444333333
65656,27.39285714,311.6071429,376.4464286,3.523857143,3.238142857
66815,20.17241379,408.1724138,371.6551724,3.9445,3.833333333
67106,49.13333333,398.1,317,3.888833333,4
67574,32.10526316,358.9473684,369.1315789,3.666666667,3.4445
67709,33.95833333,405.2083333,504.5,3.5334,3.625
67918,15.7,465.7,391.2666667,3.889,3.888833333
67993,40.875,373.5625,426.21875,3.666666667,3.666666667
69057,91.26666667,316.7666667,386.3833333,3.222166667,3.000166667
70492,51.66666667,299.0740741,435.5185185,3.4445,3.555666667
71985,33.37037037,376.9259259,364.6851852,3.666666667,3.555666667
72348,29.7,485.4333333,275.05,3.888833333,3.666666667
72806,20.52,467.68,343.42,3.778,3.9445
73158,38,415.0333333,287.1166667,3.952428571,3.904857143
74899,19.52941176,334.5294118,365.8823529,3.571428571,3.500166667
75149,133.2380952,300.8095238,518.7619048,3.111166667,3.1665
77036,13.6,474.8,326.0666667,3.3335,3.2
77711,24.2,427.3666667,398.3833333,3.9445,3.888833333
79167,63.34482759,390.9310345,352.7586207,3.5,3.857285714
79352,19.57142857,306.3214286,432.6785714,3.722333333,3.555666667
79607,35.62962963,340.1111111,404.0555556,3.833375,3.904714286
80177,21.42857143,357.8571429,355.0952381,3.777833333,3.889
81807,20.1,366.7,408.25,3.833333333,3.666833333
82986,12.62068966,272.5862069,390.1034483,3.5334,3.166666667
83005,31.9,423.7333333,324.3833333,3.8335,3.9445
83536,16.16666667,452.7,368.9833333,3.833333333,3.555666667
83566,14.5,454.6666667,408.4833333,3.555666667,3.5555
83612,15.59090909,382.6818182,359,3.761857143,3.9445
84011,58.55172414,375.0689655,342.637931,3.857142857,4
85503,43.38461538,349.3076923,393.0576923,3.611166667,3.222333333
86440,20.36,368.04,384.64,3.777833333,3.8002
87328,32.88888889,453.6666667,479.1666667,3.9445,3.889
88185,15.23333333,420.9333333,377.4666667,3.722333333,3.9445
88882,40.27586207,332.2758621,377.1034483,3.9445,3.9445
89607,34.74074074,325.4444444,477.8148148,3.277666667,2.722166667
89652,35,419.4,393.66,3.762,3.952428571
91551,177.5357143,260.5714286,390.6964286,3.857285714,3.9445
92038,58.03448276,420.2758621,425.7241379,3.777833333,4
92412,54.86666667,443.7,338.55,4,4
92515,62.68421053,398.7894737,437.4210526,4,4
92552,99.80952381,342.3809524,544.7380952,3.500166667,3.1334
93002,29.03846154,391.0769231,343.75,3.380857143,3.714428571
93485,19.76666667,419.2666667,328.4333333,3.888833333,3.666666667
93699,43.71428571,334.6428571,332.2321429,3.4445,3.555666667
94641,120.3793103,359.7931034,327.3793103,3.8002,3.666666667
95543,17.6,363.2,438.3666667,3.8335,3.9445
95559,65.46666667,351.5,394.5333333,3.111166667,3.166833333
96613,48.96428571,468.6428571,410.4642857,3.666666667,3.666833333
97448,84.13793103,367.7931034,398.862069,3.889,3.611166667
97990,49.5,318.125,580.78125,3.611166667,3.4445
98462,65.36,360.76,389.42,3.389,3.388833333
98700,34.51724138,427.5517241,314.5,3.8335,3.722166667
99733,41.62962963,324.3333333,344.8148148,3.3335,3.222166667
99978,44.34482759,383.4482759,407.9310345,3.722166667,3.611333333
61,23.63157895,477.8947368,331.3157895,3.868181773,3.65
172,12.38461538,407.1538462,387.2692308,3.727272273,3.6
110,99.54166667,397.125,487.5833333,3.33749975,3.538461
84390,42,327.6666667,476.8333333,3.277833333,3.222166667
